route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
LIN1,FER,LIN1_T01,,0,S101,
LIN1,FER,LIN1_T02,,0,S101,
LIN1,FER,LIN1_T03,,0,S101,
LIN1,FER,LIN1_T04,,0,S101,
LIN1,FER,LIN1_T05,,0,S101,
LIN1,FER,LIN1_T06,,0,S101,
LIN1,FER,LIN1_T07,,0,S101,
LIN1,FER,LIN1_T08,,0,S101,
LIN2,FES,LIN2_T01,,0,S201,
LIN2,FES,LIN2_T02,,0,S201,
LIN2,FES,LIN2_T03,,0,S201,
LIN2,FES,LIN2_T04,,0,S201,
LIN2,FES,LIN2_T05,,0,S201,
LIN2,FES,LIN2_T06,,0,S201,
LIN2,FES,LIN2_T07,,0,S201,
LIN2,FES,LIN2_T08,,0,S201,
LIN2,FES,LIN2_T09,,0,S202,
LIN2,FES,LIN2_T10,,0,S202,
LIN2,FES,LIN2_T11,,0,S202,
LIN2,FES,LIN2_T12,,0,S202,
LIN2,FES,LIN2_T13,,0,S202,
LIN2,FES,LIN2_T14,,0,S202,
LIN2,FES,LIN2_T15,,0,S202,
LIN3,FER,LIN3_T01,,0,S301,
LIN3,FER,LIN3_T02,,0,S301,
LIN3,FER,LIN3_T03,,0,S301,
LIN3,FER,LIN3_T04,,0,S301,
LIN3,FER,LIN3_T05,,0,S301,
LIN3,FER,LIN3_T06,,0,S301,
LIN3,FER,LIN3_T07,,0,S301,
LIN3,FER,LIN3_T08,,0,S301,
LIN3,FER,LIN3_T09,,0,S302,
LIN3,FER,LIN3_T10,,0,S303,
LIN3,FER,LIN3_T11,,0,S304,
LIN3,FER,LIN3_T12,,0,S304,
LIN3,FER,LIN3_T13,,0,S304,
LIN3,FER,LIN3_T14,,0,S304,
LIN4,FER,LIN4_T01,,0,S401,
LIN4,FER,LIN4_T02,,0,S401,
LIN4,FER,LIN4_T03,,0,S401,
LIN4,FER,LIN4_T04,,0,S401,
LIN4,FER,LIN4_T05,,0,S401,
LIN4,FER,LIN4_T06,,0,S401,
LIN4,FER,LIN4_T07,,0,S401,
LIN4,FER,LIN4_T08,,0,S402,
LIN4,FER,LIN4_T09,,0,S402,
LIN4,FER,LIN4_T10,,0,S402,
LIN4,FER,LIN4_T11,,0,S402,
LIN4,FER,LIN4_T12,,0,S402,
LIN4,FER,LIN4_T13,,0,S402,
LIN4,FER,LIN4_T14,,0,S402,
LIN4,FER,LIN4_T15,,0,S402,
LIN4,FER,LIN4_T16,,0,S402,
LIN4,FER,LIN4_T17,,0,S402,
LIN5,FER,LIN5_T01,,0,S501,
LIN5,FER,LIN5_T02,,0,S501,
LIN5,FER,LIN5_T03,,0,S502,
LIN5,FER,LIN5_T04,,0,S502,
LIN5,FER,LIN5_T05,,0,S502,
LIN5,FER,LIN5_T06,,0,S502,
LIN5,FER,LIN5_T07,,0,S502,
LIN5,FER,LIN5_T08,,0,S502,
LIN5,FER,LIN5_T09,,0,S502,
LIN5,SCO,LIN5SCO_T01,,0,S503,
